id,label,size,statuses_count,followers_count,friends_count,listed_count,favourites_count,klout_score,klout_score_bucket,kred_influence,kred_outreach,indegree,outdegree,degree,weighted degree,weighted indegree,weighted outdegree,eccentricity,closnesscentrality,betweenesscentrality,eigencentrality,newClusteringCoefficient,clustering,componentnumber,strongcompnum,pageranks,authority,hub,modularity_class,interaction_count,temp_term_score,num_tweets,term_score_distinct_tweets,final_term_score
362170813,CrossPointsKC,10,210,39,28,0,0,23.567566506,20-29,400,2,2,2,4,4,2,2,1,1,0,1.529712617250445E-4,0.0833333333,1,218,414,2.985240256774393E-4,1.797462E-5,1.8208082E-5,213,7,0,200,0,0
370736598,MR_MiiLKYWAY,10,26953,377,303,1,92,35.123957795,30-39,779,8,2,2,4,4,2,2,1,1,0,1.529712617250445E-4,0.0833333333,1,63,155,2.985240256774393E-4,1.797462E-5,1.8208082E-5,72,16,0,198,0,0
370964111,smokeycrow,10,1318,248,214,14,38,48.9631462467,40-49,661,5,2,2,4,4,2,2,7,2.9611650485,0,0.0043797862,0.0833333333,1,0,66,5.298732657835016E-5,1.797462E-5,1.8208082E-5,390,5,0,201,0,0
381069997,_STiiNooO,10,3730,100,55,0,6,43.3899192538,40-49,669,6,2,2,4,4,2,2,1,1,0,1.529712617250445E-4,0.0833333333,1,63,155,2.985240256774393E-4,1.797462E-5,1.8208082E-5,72,6,0,201,0,0
384610504,Its_LOLA_LoVe,10,1767,170,170,1,10,28.5715492276,20-29,622,5,2,2,4,4,2,2,1,1,0,1.529712617250445E-4,0.0833333333,1,181,343,2.985240256774393E-4,1.797462E-5,1.8208082E-5,296,9,0,199,0,0
387707281,dlewis189,10,4114,98,123,3,168,44.3041847859,40-49,574,7,2,2,4,4,2,2,8,3.7927686642,0,2.576201070741237E-4,0.0833333333,1,0,66,7.022491510904732E-5,1.797462E-5,1.8208082E-5,47,2,0,201,0,0
397543166,jragland96,10,14,48,70,0,0,21.346206605,20-29,320,1,2,1,3,3,2,1,2,1.5,0,1.514327029770266E-4,0.1666666667,1,110,224,2.985240256774394E-4,1.797462E-5,1.8208082E-5,106,6,0,18,0,0
397656856,alexalanegray,10,10285,397,450,0,1659,43.4052730684,40-49,715,7,4,4,8,8,4,4,2,1.3333333333,0,3.217667102775563E-4,0.1071428571,1,264,497,1.8139525519436552E-4,2.99577E-5,3.0346804E-5,261,32,0,201,0,0
406579529,ArezooC,10,643,23,89,0,556,18.198372495,10-19,456,4,1,1,2,2,1,1,8,3.5413458319,0,6.442423900301305E-4,0.5,1,0,66,4.640878291292658E-5,1.198308E-5,1.2138721E-5,140,3,0,198,0,0
411928135,CareyJacobs23,10,58,20,50,0,5,24.5011633034,20-29,290,2,2,1,3,3,2,1,2,1.5,0,1.514327029770266E-4,0.1666666667,1,320,579,2.9852402567743933E-4,1.797462E-5,1.8208082E-5,321,10,0,61,0,0
